a'	/ˈa/
gratuita	/ɡratˈuita/
grava	/ɡrˈava/
grave	/ɡrˈave/
gravemente	/ɡravemˈente/
gravezza	/ɡravˈetstsa/
gravida	/ɡrˈavida/
gravi	/ɡrˈavi/
gravissima	/ɡravˈissima/
gravissime	/ɡravˈissime/
gravissimo	/ɡravˈissimo/
gravità	/ɡravitˈa/
gravosa	/ɡravˈosa/
gravoso	/ɡravˈoso/
grazia	/ɡrˈatstsja/
grazie	/ɡrˈatstsje/
graziosa	/ɡratstsjˈosa/
graziosamente	/ɡratstsjosamˈente/
graziose	/ɡratstsjˈose/
graziosi	/ɡratstsjˈosi/
grazioso	/ɡratstsjˈoso/
greca	/ɡrˈɛka/
greche	/ɡrˈɛke/
grecia	/ɡrˈɛtʃa/
greci	/ɡrˈɛtʃi/
greco	/ɡrˈɛko/
gregge	/ɡrˈedʒdʒe/
greggi	/ɡrˈedʒdʒi/
grembo	/ɡrˈɛmbo/
greve	/ɡrˈɛve/
grida	/ɡrˈida/
gridando	/ɡridˈando/
gridare	/ɡridˈare/
gridava	/ɡridˈava/
gridi	/ɡrˈidi/
grido	/ɡrˈido/
grossa	/ɡrˈɔssa/
grosse	/ɡrˈɔsse/
grossezza	/ɡrossˈetstsa/
grossi	/ɡrˈɔssi/
grosso	/ɡrˈɔsso/
grotta	/ɡrˈɔtta/
grotte	/ɡrˈɔtte/
guadagnare	/ɡwadaɲɲˈare/
guadagnata	/ɡwadaɲɲˈata/
guadagnato	/ɡwadaɲɲˈato/
guadagni	/ɡwadˈaɲɲi/
guadagno	/ɡwadˈaɲɲo/
guai	/ɡwˈai/
gualtieri	/ɡwaltjˈeri/
guance	/ɡwˈantʃe/
guarda	/ɡwˈarda/
guardando	/ɡwardˈando/
guardano	/ɡwˈardano/
guardare	/ɡwardˈare/
guardasse	/ɡwardˈasse/
guardata	/ɡwardˈata/
guardate	/ɡwardˈate/
guardati	/ɡwardˈati/
guardato	/ɡwardˈato/
guardava	/ɡwardˈava/
guardiano	/ɡwardjˈano/
guardi	/ɡwˈardi/
guardino	/ɡwˈardino/
guardo	/ɡwˈardo/
guardò	/ɡwardˈɔ/
guari	/ɡwˈari/
guasta	/ɡwˈasta/
guastare	/ɡwastˈare/
guasti	/ɡwˈasti/
guasto	/ɡwˈasto/
guerra	/ɡwˈɛrra/
guerre	/ɡwˈɛrre/
guerriero	/ɡwerrjˈɛro/
guida	/ɡwˈida/
guidano	/ɡwˈidano/
guidare	/ɡwidˈare/
guidata	/ɡwidˈata/
guidati	/ɡwidˈati/
guidato	/ɡwidˈato/
guidava	/ɡwidˈava/
guiderdone	/ɡwiderdˈone/
guidi	/ɡwˈidi/
guido	/ɡwˈido/
guisa	/ɡwˈiza/
guise	/ɡwˈize/
gustare	/ɡustˈare/
gustato	/ɡustˈato/
gusto	/ˈɡusto/
ha	/ˈa/
hai	/ˈai/
hanno	/ˈanno/
helena	/elˈɛna/
ho	/ˈo/
ida	/ˈida/
iddii	/iddˈii/
iddio	/iddˈio/
idea	/idˈɛa/
ideale	/ideˈale/
idee	/idˈɛe/
ideo	/idˈɛo/
idioma	/idjˈɔma/
ieri	/ˈjɛri/
ignominia	/iɲɲomˈinja/
ignorante	/iɲɲorˈante/
ignoranti	/iɲɲorˈanti/
ignoranza	/iɲɲorˈantsa/
ignorava	/iɲɲorˈava/
ignoto	/iɲɲˈɔto/
ignuda	/iɲɲˈuda/
ignude	/iɲɲˈude/
ignudi	/iɲɲˈudi/
ignudo	/iɲɲˈudo/
iguale	/iɡwˈale/
iguali	/iɡwˈali/
ilario	/ilˈarjo/
il	/ˈil/
ilia	/ˈilja/
illusione	/illuzjˈone/
illusioni	/illuzjˈoni/
illustre	/illˈustre/
illustri	/illˈustri/
illustrissima	/illustrˈissima/
imaginando	/imadʒinˈando/
imbarazzo	/imbarˈatstso/
imitando	/imitˈando/
immagini	/immˈadʒini/
immediatamente	/immedjatamˈente/
immobile	/immˈɔbile/
immortale	/immortˈale/
immortali	/immortˈali/
impaziente	/impatstsjˈɛnte/
impazienza	/impatstsjˈɛntsa/
impedimento	/impedimˈento/
impedita	/impedˈita/
impedito	/impedˈito/
imperadore	/imperadˈore/
imperadori	/imperadˈori/
imperatore	/imperatˈore/
imperio	/impˈɛrjo/
impeto	/ˈimpeto/
impetuoso	/impetuˈoso/
implacabile	/implakˈabile/
importa	/impˈɔrta/
impose	/impˈose/
impossibile	/impossˈibile/
impossibili	/impossˈibili/
imposte	/impˈɔste/
imposto	/impˈɔsto/
impregnata	/impreɲɲˈata/
impregnò	/impreɲɲˈɔ/
imprendere	/imprˈɛndere/
impresa	/imprˈesa/
imprese	/imprˈese/
impressione	/impressjˈone/
improvvisamente	/improvvizamˈente/
improvviso	/improvvˈizo/
impulso	/impˈulso/
inanzi	/inˈantsi/
incanti	/iŋkˈanti/
incapace	/iŋkapˈatʃe/
incarnazione	/iŋkarnatstsjˈone/
incendia	/intʃˈɛndja/
incendio	/intʃˈɛndjo/
incerta	/intʃˈɛrta/
incerto	/intʃˈɛrto/
inchinati	/iŋkinˈati/
inchinato	/iŋkinˈato/
inclito	/ˈiŋklito/
incominciai	/iŋkomintʃˈai/
incomincia	/iŋkomˈintʃa/
incominciando	/iŋkomintʃˈando/
incominciano	/iŋkomˈintʃano/
incominciare	/iŋkomintʃˈare/
incominciarono	/iŋkomintʃˈarono/
incominciasse	/iŋkomintʃˈasse/
incominciata	/iŋkomintʃˈata/
incominciato	/iŋkomintʃˈato/
incominciava	/iŋkomintʃˈava/
incominci	/iŋkomˈintʃi/
incominciò	/iŋkomintʃˈɔ/
incomparabile	/iŋkomparˈabile/
incontanente	/iŋkontanˈɛnte/
incontro	/iŋkˈontro/
inconvenevolmente	/iŋkonfvenevolmˈente/
incorrere	/iŋkˈorrere/
indarno	/indˈarno/
indice	/indˈitʃe/
indietro	/indjˈɛtro/
indifferente	/indifferˈɛnte/
indi	/ˈindi/
indirizzo	/indirˈitstso/
individuale	/individuˈale/
indizio	/indˈitstsjo/
indole	/ˈindole/
indosso	/indˈɔsso/
indovinare	/indovinˈare/
indovino	/indovˈino/
induce	/indˈutʃe/
indugio	/indˈudʒo/
industria	/indˈustrja/
ineffabile	/ineffˈabile/
inestimabile	/inestimˈabile/
infallibile	/inffallˈibile/
infame	/inffˈame/
infamia	/inffˈamja/
infatti	/inffˈatti/
infelice	/inffelˈitʃe/
infelicemente	/inffelitʃemˈente/
infelici	/inffelˈitʃi/
inferiore	/infferjˈore/
inferiori	/infferjˈori/
inferma	/inffˈerma/
infermi	/inffˈermi/
infermità	/inffermitˈa/
infermo	/inffˈermo/
infermò	/inffermˈɔ/
infernale	/inffernˈale/
infernali	/inffernˈali/
inferno	/inffˈɛrno/
infiammata	/inffjammˈata/
infiammati	/inffjammˈati/
infiammato	/inffjammˈato/
infima	/ˈinffima/
infine	/inffˈine/
infinita	/inffinˈita/
infinite	/inffinˈite/
infiniti	/inffinˈiti/
infinito	/inffinˈito/
infino	/inffˈino/
informato	/infformˈato/
informazione	/infformatstsjˈone/
informazioni	/infformatstsjˈoni/
infortunii	/inffortˈunji/
infortunio	/inffortˈunjo/
ingannare	/iŋɡannˈare/
ingannata	/iŋɡannˈata/
ingannati	/iŋɡannˈati/
ingannato	/iŋɡannˈato/
inganni	/iŋɡˈanni/
inganno	/iŋɡˈanno/
ingegnati	/indʒeɲɲˈati/
ingegnato	/indʒeɲɲˈato/
ingegni	/indʒˈeɲɲi/
ingegno	/indʒˈeɲɲo/
inghilterra	/iŋɡiltˈɛrra/
inghiottita	/iŋɡjottˈita/
ingiuria	/indʒˈurja/
ingiurie	/indʒˈurje/
ingiusta	/indʒˈusta/
ingiustamente	/indʒustamˈente/
ingiusto	/indʒˈusto/
ingordigia	/iŋɡordˈidʒa/
ingrata	/iŋɡrˈata/
in	/ˈin/
inimica	/inimˈika/
inimici	/inimˈitʃi/
inimico	/inimˈiko/
iniqua	/inˈikwa/
inique	/inˈikwe/
iniqui	/inˈikwi/
iniquità	/inikwitˈa/
iniquo	/inˈikwo/
iniziale	/initstsjˈale/
iniziativa	/initstsjatˈiva/
innamoramento	/innamoramˈento/
innamorare	/innamorˈare/
innamorata	/innamorˈata/
innamorate	/innamorˈate/
innamorati	/innamorˈati/
innamorato	/innamorˈato/
innanzi	/innˈantsi/
innocente	/innotʃˈɛnte/
innocenti	/innotʃˈɛnti/
inquisitore	/iŋkwizitˈore/
insegna	/insˈeɲɲa/
insegnare	/inseɲɲˈare/
insegnato	/inseɲɲˈato/
insegne	/insˈeɲɲe/
insegnò	/inseɲɲˈɔ/
insensibili	/insensˈibili/
insidie	/insˈidje/
insieme	/insjˈɛme/
insiememente	/insjememˈente/
insino	/insˈino/
insistente	/insistˈɛnte/
insomma	/insˈomma/
intanto	/intˈanto/
intelletto	/intellˈɛtto/
intelligenza	/intellidʒˈɛntsa/
intenda	/intˈɛnda/
intende	/intˈɛnde/
intendendo	/intendˈɛndo/
intendente	/intendˈɛnte/
intendere	/intˈɛndere/
intendeva	/intendˈeva/
intendiamo	/intendjˈamo/
intendi	/intˈɛndi/
intendimento	/intendimˈento/
intendo	/intˈɛndo/
intendono	/intˈɛndono/
intensa	/intˈɛnsa/
intensamente	/intensamˈente/
intenti	/intˈɛnti/
intento	/intˈɛnto/
intenzione	/intentsjˈone/
intera	/intˈera/
interamente	/interamˈente/
intere	/intˈere/
interesse	/interˈɛsse/
interessi	/interˈɛssi/
inter	/ˈinter/
interi	/intˈeri/
interiora	/interjˈora/
intero	/intˈero/
interpretata	/interpretˈata/
interpretato	/interpretˈato/
interprete	/intˈɛrprete/
interpreti	/intˈɛrpreti/
interrotto	/interrˈotto/
intervenire	/intervenˈire/
intervenuto	/intervenˈuto/
intesa	/intˈesa/
intese	/intˈese/
intesi	/intˈesi/
inteso	/intˈeso/
intiero	/intjˈɛro/
intima	/intˈima/
intitolò	/intitolˈɔ/
intollerabile	/intollerˈabile/
intorno	/intˈorno/
introduce	/introdˈutʃe/
introduzione	/introdutstsjˈone/
inutile	/inˈutile/
invano	/infvˈano/
invece	/infvˈetʃe/
inventore	/infventˈore/
inventori	/infventˈori/
inverso	/infvˈɛrso/
investigazione	/infvestiɡatstsjˈone/
invia	/infvˈia/
invidia	/infvˈidja/
invidiosa	/infvidjˈosa/
invidiosi	/infvidjˈosi/
invidioso	/infvidjˈoso/
invitati	/infvitˈati/
invitato	/infvitˈato/
involto	/infvˈɔlto/
io	/ˈio/
iole	/ˈjɔle/
ione	/ˈjone/
ionio	/ˈjɔnjo/
ira	/ˈira/
ire	/ˈire/
iris	/ˈiris/
ischia	/ˈiskja/
iside	/ˈizide/
isidoro	/izidˈɔro/
isola	/ˈizola/
isole	/ˈizole/
istante	/istˈante/
istessa	/istˈessa/
istesse	/istˈesse/
istesso	/istˈesso/
istoria	/istˈɔrja/
ita	/ˈita/
italia	/itˈalja/
italiana	/italjˈana/
italiani	/italjˈani/
italiano	/italjˈano/
ito	/ˈito/
ivi	/ˈivi/
labbra	/ˈlabbra/
labbro	/ˈlabbro/
laccio	/ˈlatʃtʃo/
lacedemone	/latʃedˈɛmone/
lacedemoni	/latʃedˈɛmoni/
lacerato	/latʃerˈato/
ladri	/ˈladri/
ladro	/ˈladro/
ladrone	/ladrˈone/
ladroni	/ladrˈoni/
laggiù	/ladʒdʒˈu/
laghi	/ˈlaɡi/
lago	/ˈlaɡo/
lagrima	/ˈlaɡrima/
lagrime	/ˈlaɡrime/
la	/ˈla/
là	/ˈla/
l'altra	/ˈlaltra/
l'amara	/lamˈara/
lamenti	/lamˈenti/
lamento	/lamˈento/
lampada	/ˈlampada/
lampo	/ˈlampo/
lana	/ˈlana/
lance	/ˈlantʃe/
lancia	/ˈlantʃa/
l'anime	/ˈlanime/
l'animo	/ˈlanimo/
lanterna	/lantˈɛrna/
l'aquila	/ˈlakwila/
larga	/ˈlarɡa/
largamente	/larɡamˈente/
larghe	/ˈlarɡe/
largo	/ˈlarɡo/
lasciai	/laʃʃˈai/
lascia	/ˈlaʃʃa/
lasciamo	/laʃʃˈamo/
lasciando	/laʃʃˈando/
lasciano	/ˈlaʃʃano/
lasciare	/laʃʃˈare/
lasciarono	/laʃʃˈarono/
lasciasse	/laʃʃˈasse/
lasciassero	/laʃʃˈassero/
lasciasti	/laʃʃˈasti/
lasciata	/laʃʃˈata/
lasciate	/laʃʃˈate/
lasciati	/laʃʃˈati/
lasciato	/laʃʃˈato/
lasciava	/laʃʃˈava/
lasciavano	/laʃʃˈavano/
lascierò	/laʃʃerˈɔ/
lasci	/ˈlaʃʃi/
lascino	/ˈlaʃʃino/
lascio	/ˈlaʃʃo/
lasciò	/laʃʃˈɔ/
lascivia	/laʃʃˈivja/
lascivie	/laʃʃˈivje/
lascivi	/laʃʃˈivi/
lascivo	/laʃʃˈivo/
lassi	/ˈlassi/
lasso	/ˈlasso/
lassù	/lassˈu/
lati	/ˈlati/
latina	/latˈina/
latinamente	/latinamˈente/
latine	/latˈine/
latini	/latˈini/
latino	/latˈino/
lato	/ˈlato/
latrare	/latrˈare/
latte	/ˈlatte/
laude	/ˈlaude/
laura	/ˈlaura/
laurea	/ˈlaurea/
laurenti	/laurˈɛnti/
lauretta	/laurˈetta/
lauro	/ˈlauro/
lavacro	/lavˈakro/
lavare	/lavˈare/
lavato	/lavˈato/
lavinia	/lavˈinja/
lavorare	/lavorˈare/
lavoratore	/lavoratˈore/
lavoratori	/lavoratˈori/
lavorava	/lavorˈava/
lavorio	/lavorˈio/
lavoro	/lavˈoro/
lazzaretto	/ladzdzarˈetto/
leale	/leˈale/
lealmente	/lealmˈente/
lealtà	/lealtˈa/
leandro	/leˈandro/
learco	/leˈarko/
lecito	/ˈletʃito/
leda	/ˈlɛda/
lega	/ˈleɡa/
legame	/leɡˈame/
legami	/leɡˈami/
legare	/leɡˈare/
legarono	/leɡˈarono/
legata	/leɡˈata/
legate	/leɡˈate/
legati	/leɡˈati/
legato	/leɡˈato/
legga	/ˈlɛɡɡa/
leggano	/ˈlɛɡɡano/
legge	/ˈlɛdʒdʒe/
leggendo	/ledʒdʒˈɛndo/
leggeranno	/ledʒdʒerˈanno/
leggere	/ˈlɛdʒdʒere/
leggiadra	/ledʒdʒˈadra/
leggiadramente	/ledʒdʒadramˈente/
leggiadre	/ledʒdʒˈadre/
leggiadria	/ledʒdʒadrˈia/
leggiadri	/ledʒdʒˈadri/
leggiadro	/ledʒdʒˈadro/
leggiamo	/ledʒdʒˈamo/
leggiera	/ledʒdʒˈɛra/
leggiere	/ledʒdʒˈɛre/
leggieri	/ledʒdʒˈɛri/
leggiero	/ledʒdʒˈɛro/
leggi	/ˈlɛdʒdʒi/
leggono	/ˈlɛɡɡono/
legittima	/ledʒˈittima/
legne	/ˈleɲɲe/
legni	/ˈleɲɲi/
legno	/ˈleɲɲo/
legò	/leɡˈɔ/
lei	/ˈlɛi/
le	/le/
lelio	/ˈlɛljo/
lena	/ˈlena/
lentamente	/lentamˈente/
lente	/ˈlɛnte/
lenti	/ˈlɛnti/
lento	/ˈlɛnto/
leonardo	/leonˈardo/
leone	/leˈone/
leoni	/leˈoni/
letizia	/letˈitstsja/
lette	/ˈlɛtte/
lettera	/ˈlɛttera/
letterarie	/letterˈarje/
lettere	/ˈlɛttere/
letti	/ˈlɛtti/
letto	/ˈlɛtto/
lettore	/lettˈore/
lettori	/lettˈori/
lettura	/lettˈura/
levai	/levˈai/
leva	/ˈlɛva/
levando	/levˈando/
levano	/ˈlɛvano/
levare	/levˈare/
levarono	/levˈarono/
levasse	/levˈasse/
levata	/levˈata/
levate	/levˈate/
levati	/levˈati/
levato	/levˈato/
levava	/levˈava/
levi	/ˈlɛvi/
levò	/levˈɔ/
lezzo	/ˈledzdzo/
liberale	/liberˈale/
libera	/ˈlibera/
liberali	/liberˈali/
liberalità	/liberalitˈa/
liberare	/liberˈare/
liberata	/liberˈata/
liberato	/liberˈato/
liberazione	/liberatstsjˈone/
libere	/ˈlibere/
liberi	/ˈliberi/
liber	/ˈliber/
libero	/ˈlibero/
liberò	/liberˈɔ/
libertà	/libertˈa/
libia	/ˈlibja/
libidine	/libˈidine/
libidinoso	/libidinˈoso/
libretto	/librˈetto/
libri	/ˈlibri/
libro	/ˈlibro/
licaone	/likaˈone/
licenza	/litʃˈɛntsa/
licenze	/litʃˈɛntse/
licenzia	/litʃˈɛntsja/
licenziò	/litʃentsjˈɔ/
licenziosamente	/litʃentsjosamˈente/
liceo	/litʃˈɛo/
licia	/ˈlitʃa/
licito	/ˈlitʃito/
lidia	/ˈlidja/
lido	/ˈlido/
lieta	/ljˈɛta/
lietamente	/ljetamˈente/
liete	/ljˈɛte/
lieti	/ljˈɛti/
lietissimo	/ljetˈissimo/
lieto	/ljˈɛto/
lieve	/ljˈɛve/
lievi	/ljˈɛvi/
li	/ˈli/
lì	/ˈli/
limite	/ˈlimite/
limosina	/limozˈina/
limosine	/limozˈine/
linceo	/lintʃˈɛo/
l'incontravano	/liŋkontrˈavano/
linea	/ˈlinea/
lineamenti	/lineamˈenti/
linee	/ˈlinee/
linguaggio	/liŋɡwˈadʒdʒo/
lingua	/ˈliŋɡwa/
lingue	/ˈliŋɡwe/
lino	/ˈlino/
lipari	/ˈlipari/
liquori	/likwˈori/
lira	/ˈlira/
lisa	/ˈliza/
lisetta	/lizˈetta/
lite	/ˈlite/
litigio	/litˈidʒo/
liti	/ˈliti/
livio	/ˈlivjo/
locati	/lokˈati/
locato	/lokˈato/
lochi	/ˈlɔki/
loco	/ˈlɔko/
loda	/ˈlɔda/
lodando	/lodˈando/
lodare	/lodˈare/
lodata	/lodˈata/
lodati	/lodˈati/
lodato	/lodˈato/
lode	/ˈlɔde/
lodevole	/lodˈevole/
lodevoli	/lodˈevoli/
lodi	/ˈlɔdi/
lodovico	/lodovˈiko/
logica	/ˈlɔdʒika/
lo	/ˈlo/
lombardia	/lombardˈia/
londra	/ˈlondra/
lontana	/lontˈana/
lontananza	/lontanˈantsa/
lontane	/lontˈane/
lontani	/lontˈani/
lontano	/lontˈano/
lorenzo	/lorˈɛntso/
loreta	/lorˈeta/
loro	/ˈloro/
lotta	/ˈlɔtta/
lucano	/lukˈano/
luce	/ˈlutʃe/
lucente	/lutʃˈɛnte/
lucenti	/lutʃˈɛnti/
lucifero	/lutʃˈifero/
luci	/ˈlutʃi/
lucina	/lutʃˈina/
lucio	/ˈlutʃo/
luglio	/ˈluʎʎo/
luigi	/lwˈidʒi/
lui	/ˈlui/
lume	/ˈlume/
lumi	/ˈlumi/
luna	/ˈluna/
lunga	/ˈluŋɡa/
lungamente	/luŋɡamˈente/
lunge	/ˈlundʒe/
lunghe	/ˈluŋɡe/
lunghezza	/luŋɡˈetstsa/
lunghi	/ˈluŋɡi/
lunghissima	/luŋɡˈissima/
lunghissimi	/luŋɡˈissimi/
lungi	/ˈlundʒi/
lungo	/ˈluŋɡo/
luoghi	/lwˈɔɡi/
luogo	/lwˈɔɡo/
lupi	/ˈlupi/
lupo	/ˈlupo/
lusca	/ˈluska/
lusinghe	/luzˈiŋɡe/
lussuria	/lussˈurja/
m'abandoni	/mabandˈoni/
macchia	/ˈmakkja/
macchiare	/makkjˈare/
macchiata	/makkjˈata/
macchiati	/makkjˈati/
macchie	/ˈmakkje/
machiavelli	/makjavˈɛlli/
madama	/madˈama/
maddalena	/maddalˈɛna/
madonna	/madˈɔnna/
madre	/ˈmadre/
madri	/ˈmadri/
maestà	/maestˈa/
maestra	/maˈɛstra/
maestri	/maˈɛstri/
maestro	/maˈɛstro/
maggio	/ˈmadʒdʒo/
maggioranza	/madʒdʒorˈantsa/
maggiore	/madʒdʒˈore/
maggiori	/madʒdʒˈori/
maggiormente	/madʒdʒormˈente/
magna	/ˈmaɲɲa/
magnanimità	/maɲɲanimitˈa/
magnanimo	/maɲɲˈanimo/
magnifica	/maɲɲˈifika/
magnificamente	/maɲɲifikamˈente/
magnificenza	/maɲɲifitʃˈɛntsa/
magnifiche	/maɲɲˈifike/
magnifico	/maɲɲˈifiko/
magno	/ˈmaɲɲo/
magro	/ˈmaɡro/
maia	/ˈmaja/
mai	/ˈmai/
malagevole	/maladʒˈevole/
malagevolmente	/maladʒevolmˈente/
mala	/ˈmala/
malamente	/malamˈente/
male	/ˈmale/
malgrado	/malɡrˈado/
maligna	/malˈiɲɲa/
maligni	/malˈiɲɲi/
malignità	/maliɲɲitˈa/
mali	/ˈmali/
malinconia	/maliŋkonˈia/
malinconico	/maliŋkˈɔniko/
malizia	/malˈitstsja/
malvagia	/malvˈadʒa/
malvagi	/malvˈadʒi/
malvagio	/malvˈadʒo/
malvagità	/malvadʒitˈa/
ma	/ˈma/
mamma	/ˈmamma/
manca	/ˈmaŋka/
mancamento	/maŋkamˈento/
mancando	/maŋkˈando/
mancano	/ˈmaŋkano/
mancante	/maŋkˈante/
mancanza	/maŋkˈantsa/
mancare	/maŋkˈare/
mancarono	/maŋkˈarono/
mancasse	/maŋkˈasse/
mancato	/maŋkˈato/
mancava	/maŋkˈava/
manchi	/ˈmaŋki/
manco	/ˈmaŋko/
mancò	/maŋkˈɔ/
manda	/ˈmanda/
mandando	/mandˈando/
mandano	/ˈmandano/
mandare	/mandˈare/
mandar	/mandˈar/
mandarono	/mandˈarono/
mandasse	/mandˈasse/
mandata	/mandˈata/
mandate	/mandˈate/
mandati	/mandˈati/
mandato	/mandˈato/
mandava	/mandˈava/
manderò	/manderˈɔ/
mandi	/ˈmandi/
mando	/ˈmando/
mandò	/mandˈɔ/
manfredi	/manffrˈedi/
mangia	/ˈmandʒa/
mangiando	/mandʒˈando/
mangiare	/mandʒˈare/
mangiato	/mandʒˈato/
mangiava	/mandʒˈava/
mangiò	/mandʒˈɔ/
maniera	/manjˈɛra/
maniere	/manjˈɛre/
manifesta	/manifˈɛsta/
manifestamente	/manifestamˈente/
manifestare	/manifestˈare/
manifesti	/manifˈɛsti/
manifesto	/manifˈɛsto/
manifestò	/manifestˈɔ/
mani	/ˈmani/
mano	/ˈmano/
mansuetudine	/mansuetˈudine/
mantello	/mantˈɛllo/
mantenne	/mantˈenne/
manto	/ˈmanto/
mantova	/ˈmantova/
mantovano	/mantovˈano/
maraviglia	/maravˈiʎʎa/
maraviglie	/maravˈiʎʎe/
marchese	/markˈeze/
marco	/ˈmarko/
mare	/ˈmare/
maria	/marˈia/
marica	/ˈmarika/
mari	/ˈmari/
marina	/marˈina/
marinari	/marinˈari/
marine	/marˈine/
marini	/marˈini/
marino	/marˈino/
maritata	/maritˈata/
mariti	/marˈiti/
marito	/marˈito/
maritò	/maritˈɔ/
marmi	/ˈmarmi/
marmo	/ˈmarmo/
marmorina	/marmorˈina/
martellino	/martellˈino/
marte	/ˈmarte/
martiri	/martˈiri/
marx	/ˈmarks/
marzo	/ˈmartso/
maschi	/ˈmaski/
maschio	/ˈmaskjo/
masnadieri	/maznadjˈɛri/
maso	/ˈmazo/
massa	/ˈmassa/
massimamente	/massimamˈente/
massime	/ˈmassime/
massimo	/ˈmassimo/
materiale	/materjˈale/
materia	/matˈɛrja/
materie	/matˈɛrje/
matrimoniale	/matrimonjˈale/
matrimoni	/matrimˈɔni/
matrimonio	/matrimˈɔnjo/
matta	/ˈmatta/
mattia	/mattˈia/
mattina	/mattˈina/
matto	/ˈmatto/
matura	/matˈura/
maturi	/matˈuri/
mauritania	/mauritˈanja/
mazziniano	/matstsinjˈano/
mazzini	/matstsˈini/
mazzo	/ˈmatstso/
meco	/ˈmeko/
medesima	/medˈezima/
medesimamente	/medezimamˈente/
medesime	/medˈezime/
medesimi	/medˈezimi/
medesimo	/medˈezimo/
media	/ˈmɛdja/
mediante	/medjˈante/
medicare	/medikˈare/
medici	/ˈmɛditʃi/
medicina	/meditʃˈina/
medicine	/meditʃˈine/
medico	/ˈmɛdiko/
medioevo	/medjoˈɛvo/
medusa	/medˈuza/
megera	/medʒˈɛra/
meglio	/ˈmɛʎʎo/
mei	/ˈmɛi/
mela	/ˈmela/
melano	/ˈmelano/
mele	/ˈmele/
melodia	/melodˈia/
membra	/ˈmɛmbra/
membri	/ˈmɛmbri/
membro	/ˈmɛmbro/
me	/ˈme/
memorabile	/memorˈabile/
memoria	/memˈɔrja/
memorie	/memˈɔrje/
mena	/ˈmena/
menando	/menˈando/
menare	/menˈare/
menarono	/menˈarono/
menasse	/menˈasse/
menata	/menˈata/
menati	/menˈati/
menato	/menˈato/
menava	/menˈava/
meni	/ˈmeni/
menoma	/ˈmɛnoma/
meno	/ˈmeno/
menò	/menˈɔ/
mensa	/ˈmɛnsa/
mense	/ˈmɛnse/
mente	/ˈmente/
menti	/ˈmenti/
mentire	/mentˈire/
mento	/ˈmento/
mentre	/ˈmentre/
menzione	/mentsjˈone/
menzogna	/mentsˈoɲɲa/
menzogne	/mentsˈoɲɲe/
meraviglia	/meravˈiʎʎa/
mercante	/merkˈante/
mercanti	/merkˈanti/
mercatante	/merkatˈante/
mercatanti	/merkatˈanti/
mercato	/merkˈato/
mercede	/mertʃˈede/
mercé	/mertʃˈe/
mercurio	/merkˈurjo/
meretrice	/meretrˈitʃe/
meretrici	/meretrˈitʃi/
meridiano	/meridjˈano/
meritai	/meritˈai/
merita	/ˈmɛrita/
meritamente	/meritamˈente/
meritano	/ˈmɛritano/
meritarono	/meritˈarono/
meritasse	/meritˈasse/
meritata	/meritˈata/
meritato	/meritˈato/
meritevolmente	/meritevolmˈente/
meriti	/ˈmɛriti/
merito	/ˈmɛrito/
meritò	/meritˈɔ/
mescola	/ˈmeskola/
mescolata	/meskolˈata/
mescolate	/meskolˈate/
mescolati	/meskolˈati/
mescolato	/meskolˈato/
mese	/ˈmese/
mesi	/ˈmesi/
messa	/ˈmessa/
messe	/ˈmɛsse/
messere	/messˈɛre/
messi	/ˈmɛssi/
messina	/messˈina/
messo	/ˈmesso/
mestiere	/mestjˈɛre/
mestizia	/mestˈitstsja/
mesto	/ˈmɛsto/
metalli	/metˈalli/
metodo	/ˈmɛtodo/
metta	/ˈmetta/
mette	/ˈmette/
mettendo	/mettˈɛndo/
metterà	/metterˈa/
mettere	/ˈmettere/
mettesse	/mettˈesse/
metteva	/mettˈeva/
metti	/ˈmetti/
metto	/ˈmetto/
mettono	/ˈmettono/
mezzano	/medzdzˈano/
mezzi	/ˈmɛdzdzi/
mezzogiorno	/medzdzodʒˈorno/
mezzo	/ˈmɛdzdzo/
mia	/ˈmia/
mica	/ˈmika/
michele	/mikˈele/
miei	/mjˈɛi/
mie	/ˈmie/
migliaia	/miʎʎˈaja/
miglia	/ˈmiʎʎa/
miglio	/ˈmiʎʎo/
migliore	/miʎʎˈore/
migliori	/miʎʎˈori/
miglior	/miʎʎˈor/
mila	/ˈmila/
milano	/milˈano/
militare	/militˈare/
mille	/ˈmille/
mi	/ˈmi/
minacce	/minˈatʃtʃe/
minaccia	/minˈatʃtʃa/
minacciando	/minatʃtʃˈando/
ministri	/minˈistri/
minore	/minˈore/
minori	/minˈori/
minutamente	/minutamˈente/
minuta	/minˈuta/
minute	/minˈute/
minuti	/minˈuti/
minuto	/minˈuto/
mio	/ˈmio/
mirabile	/mirˈabile/
mirabili	/mirˈabili/
mirabilmente	/mirabilmˈente/
miracoli	/mirˈakoli/
miracolo	/mirˈakolo/
mira	/ˈmira/
mirando	/mirˈando/
mirare	/mirˈare/
miri	/ˈmiri/
mirmidoni	/mirmidˈoni/
mirra	/ˈmirra/
mirto	/ˈmirto/
mise	/ˈmize/
miserabile	/mizerˈabile/
miseramente	/mizeramˈente/
misera	/ˈmizera/
misere	/ˈmizere/
miseria	/mizˈɛrja/
misericordia	/mizerikˈɔrdja/
miserie	/mizˈɛrje/
miseri	/ˈmizeri/
misero	/ˈmizero/
missione	/missjˈone/
misteri	/mistˈɛri/
